scheme_code,3yr_cagr,sharpe,sortino,expense_ratio,max_drawdown,fund_score
148567,0.34162703083309065,1.44829117032626,2.3856443733688177,0.006264371925962808,-0.11265729075028275,93.5
100033,0.3244689799394218,1.0936987435346315,1.8291339615146938,0.014411436603271162,-0.16217208574644848,80.625
148569,0.28392401896554875,1.2349300257743296,2.146913926346056,0.01512795803229778,-0.1639674294693263,79.5
120504,0.3314477418812227,1.0265242847992997,1.8052937940992548,0.015113132332920692,-0.12588275606922517,78.25
120843,0.2969188776792817,1.3067439695428407,2.3643200321667175,0.019107427315513133,-0.1297396816518679,77.375
149323,0.2687970659799688,1.1321218524747245,1.8751010639192085,0.012229142236007039,-0.17248105753451382,77.25000000000001
119094,0.3533436574912896,0.9982309868636414,1.703797480246301,0.015218078910048519,-0.20960883862039192,76.375
149324,0.26931964862637314,0.949795824661603,1.6197931764914106,0.006379429543909541,-0.31171900300634214,74.87499999999999
120505,0.31517892672156345,1.1801011976606492,2.029352940465747,0.021559121164143664,-0.18188513572116294,74.125
119551,0.30348209143813354,1.208266567372718,2.140267129061794,0.018181075555843484,-0.1501238549864533,74.125
101206,0.28669133034127126,1.0272133278753701,1.7995628746984516,0.02057950128792019,-0.11291596329323073,69.37500000000001
119552,0.15731340547715855,0.9532794968660095,1.6097764896283084,0.0050456171517652085,-0.11803493502764295,66.25000000000001
102885,0.19644846512354808,0.8170993373494368,1.435742013064949,0.007377290070637097,-0.1085986215250232,64.5
125497,0.18110271740927808,0.7757902498211213,1.3306512447571366,0.006237364947947033,-0.15200013055606398,61.5
118632,0.2256323910129454,1.0816591793457038,1.8501325468557266,0.021988612651785432,-0.17414075086657232,60.750000000000014
119598,0.2607049120756515,0.9453082575156092,1.6753165700125519,0.021719952701287588,-0.2870600572176455,59.624999999999986
118635,0.1940291916548964,0.6648569985490616,1.1379767187807421,0.01069974515551753,-0.11511457598975516,58.375
120503,0.13981096072029464,0.7979728586052853,1.3379431500669232,0.013218333635582169,-0.13897862823061635,56.50000000000001
148568,0.14654294897613962,0.9262873467360146,1.6327409778735174,0.01863838295944256,-0.1527259422823477,54.87500000000001
118633,0.21245440307560015,0.6452074382933212,1.1544757169236242,0.019401490434881652,-0.18629743138595511,51.0
120506,0.1783818890140243,0.6488787755249535,1.0958951614736472,0.017182637284005726,-0.1982565826298267,48.12499999999999
119093,0.20178170681889962,0.12961449795669322,0.22108683979276364,0.010884922651040223,-0.21751396370148224,47.5
102887,0.24769411664629448,0.6195175900829827,1.0887552508030016,0.021528309340052947,-0.21285398874796857,46.625
125498,0.11658774841922281,0.3006119210425477,0.5088128197169234,0.005788480971039741,-0.21117279560132118,45.75
149322,0.17963796293180545,0.46403744922047724,0.7621288703723165,0.019741631447428905,-0.14111986534883125,44.625
120507,0.07384828600996673,0.49572339295331164,1.052123882260927,0.01708627318827577,-0.0009773140045925555,43.625
120841,0.17203488748597162,0.49427253786723574,0.8625738849916591,0.01602356886933981,-0.1757361416468729,41.87499999999999
101208,0.06315130287745907,-0.8155673679088283,-1.681037866751286,0.005006842771678224,-0.0016224980244717857,36.625
118634,0.07248002533762121,0.4484340089089915,0.7460146308533572,0.019810772101168824,-0.2334488614483311,36.37500000000001
118636,0.03828361901239585,-0.35662950751436806,-0.6135251287271027,0.006862086152193352,-0.08316361763638702,33.125
100025,0.039024959738822806,-0.5670947928476846,-0.9418212366054205,0.00946837514573716,-0.04308263824636349,31.0
120844,0.06702548562464972,-0.08874729621557491,-0.18772304774242665,0.020590122183046813,-0.0011629327956168556,29.625
119092,0.012286032984341722,0.0307848509545859,0.05257398559304799,0.011689688699073945,-0.1440161790933726,29.5
101207,-0.04693651885181194,0.16266076928646755,0.2766437962609232,0.01096698944483783,-0.3544691649336603,27.750000000000004
119120,0.05913772991980504,-0.22657538662791585,-0.37676700817066666,0.01759995252575558,-0.04328728923970093,27.375
120842,0.06902588140180677,0.07599984804658912,0.12469346986475659,0.019270463897975897,-0.24003511326274884,23.500000000000004
100016,0.010306975687293773,-0.2015170675596694,-0.35104746015230903,0.01486641639210038,-0.24734440880673303,21.25
119095,-0.109394027509082,-0.07597357117478933,-0.12818559275851948,0.01601691743676237,-0.5167775370852656,20.375
102886,-0.009514413663362364,-0.2058316078547032,-0.34722230254727254,0.015561084661953408,-0.2800112356639287,15.625
119599,-0.011676548884575366,-0.05718662582818002,-0.09438726129459621,0.021016160303839546,-0.5257422117012851,11.0
